2008,Honda,Accord,33407,1,0
2004,Honda,Accord,96294,0,0
2007,Honda,Accord,43249,0,0
2007,Honda,Accord,80269,0,0
2004,Honda,Accord,191980,0,0
2008,Honda,Accord,0,0,0
2008,Honda,Accord,74151,0,0
2010,Honda,Accord,34663,0,0
2007,Honda,Accord,166468,0,0
2004,Honda,Accord,252928,0,0
2008,Honda,Accord,67308,0,0
2006,Honda,Accord,73223,0,0
2007,Honda,Accord,70094,0,0
2004,Honda,Accord,134821,0,0
2005,Honda,Accord,101885,0,0
2006,Honda,Accord,174389,0,0
2005,Honda,Accord,127813,0,0
2008,Honda,Accord,124459,0,0
2004,Honda,Accord,132876,0,0
2010,Honda,Accord,35691,0,0
2007,Honda,Accord,165961,0,0
2005,Honda,Accord,138376,0,0
2006,Honda,Accord,177315,0,0
2004,Honda,Accord,177080,0,0
2005,Honda,Accord,157981,0,0
2009,Honda,Accord,36257,0,0
2005,Honda,Accord,52124,0,0
2009,Honda,Accord,82011,0,0
2004,Honda,Accord,192654,0,0
2004,Honda,Accord,180108,0,0
2008,Honda,Accord,73799,0,0
2010,Honda,Accord,13894,0,0
2005,Honda,Accord,90471,1,0
2004,Honda,Accord,126603,0,0
2004,Honda,Accord,162738,0,0
2004,Honda,Accord,111338,0,0
2007,Honda,Accord,84367,0,0
2008,Honda,Accord,101691,0,0
2006,Honda,Accord,154319,0,0
2006,Honda,Accord,110015,0,0
2005,Honda,Accord,162648,0,0
2005,Honda,Accord,104026,0,0
2004,Honda,Accord,145659,0,0
2007,Honda,Accord,93762,0,0
2005,Honda,Accord,166031,0,0
2005,Honda,Accord,129733,0,0
2008,Honda,Accord,86073,0,0
2008,Honda,Accord,113983,1,0
2005,Honda,Accord,117974,0,0
2006,Honda,Accord,80091,0,0
2004,Honda,Accord,174937,0,0
2006,Honda,Accord,113562,0,0
2005,Honda,Accord,155286,0,0
2004,Honda,Accord,203484,0,0
2006,Honda,Accord,167968,0,0
2008,Honda,Accord,84274,0,0
2008,Honda,Accord,37188,0,0
2005,Honda,Accord,206641,0,0
2006,Honda,Accord,116263,0,0
2004,Honda,Accord,142152,0,0
2004,Honda,Accord,99524,0,0
2005,Honda,Accord,222847,0,0
2010,Honda,Accord,59162,0,0
2007,Honda,Accord,90968,0,0
2007,Honda,Accord,155970,0,0
2006,Honda,Accord,213564,0,0
2008,Honda,Accord,92900,0,0
2005,Honda,Accord,134966,0,0
2007,Honda,Accord,65943,0,0
2004,Honda,Accord,110909,0,0
2005,Honda,Accord,160654,0,0
2006,Honda,Accord,80004,0,0
2004,Honda,Accord,131905,0,0
2005,Honda,Accord,154528,0,0
2005,Honda,Accord,92267,0,0
2005,Honda,Accord,118210,0,0
2006,Honda,Accord,256266,0,0
2004,Honda,Accord,66006,0,0
2005,Honda,Accord,132100,0,0
2007,Honda,Accord,62826,0,0
2005,Honda,Accord,108525,0,0
2005,Honda,Accord,152487,0,0
2004,Honda,Accord,151471,0,0
2004,Honda,Accord,80144,0,0
2004,Honda,Accord,201883,0,0
2006,Honda,Accord,208055,0,0
2006,Honda,Accord,107595,0,0
2006,Honda,Accord,109417,0,0
2007,Honda,Accord,74769,0,0
2005,Honda,Accord,81486,0,0
2004,Honda,Accord,156023,0,0
2004,Honda,Accord,239768,0,0
2005,Honda,Accord,178620,0,0
2012,Honda,Accord,26357,0,0
2008,Honda,Accord,74697,0,0
2005,Honda,Accord,138336,0,0
2005,Honda,Accord,207626,0,0
2004,Honda,Accord,120359,0,0
2004,Honda,Accord,86644,0,0
2006,Honda,Accord,136008,0,0
2007,Honda,Accord,116158,0,0
2011,Honda,Accord,35522,0,0
2006,Honda,Accord,150478,0,0
2011,Honda,Accord,24408,0,0
2010,Honda,Accord,54813,0,0
2008,Honda,Accord,141978,0,0
2004,Honda,Accord,117719,0,0
2006,Honda,Accord,79050,0,0
2004,Honda,Accord,104884,0,0
2004,Honda,Accord,113385,0,0
2006,Honda,Accord,205207,0,0
2005,Honda,Accord,26817,0,0
2007,Honda,Accord,151865,0,0
2007,Honda,Accord,93756,0,0
2005,Honda,Accord,287924,0,0
2005,Honda,Accord,101908,0,0
2005,Honda,Accord,84582,0,0
2005,Honda,Accord,90095,0,0
2005,Honda,Accord,224276,0,0
2006,Honda,Accord,163438,0,0
2007,Honda,Accord,94643,0,0
2006,Honda,Accord,112450,0,0
2005,Honda,Accord,41278,0,0
2010,Honda,Accord,35659,0,0
2005,Honda,Accord,119480,0,0
2006,Honda,Accord,131994,0,0
2005,Honda,Accord,114989,0,0
2006,Honda,Accord,108633,0,0
2004,Honda,Accord,92153,0,0
2004,Honda,Accord,111096,0,0
2008,Honda,Accord,98748,0,0
2009,Honda,Accord,42502,0,0
2008,Honda,Accord,62403,0,0
2005,Honda,Accord,120628,0,0
2008,Honda,Accord,49843,0,1
2006,Honda,Accord,176660,0,0
2005,Honda,Accord,115654,0,0
2009,Honda,Accord,41392,0,0
2004,Honda,Accord,133653,0,0
2008,Honda,Accord,138597,0,0
2004,Honda,Accord,177329,0,0
2004,Honda,Accord,159180,0,0
2007,Honda,Accord,94480,0,0
2006,Honda,Accord,77869,0,0
2005,Honda,Accord,93169,0,0
2009,Honda,Accord,63761,0,0
2005,Honda,Accord,82259,0,0
2004,Honda,Accord,141222,0,0
2006,Honda,Accord,148415,0,0
2004,Honda,Accord,99135,0,0
2005,Honda,Accord,70071,0,0
2004,Honda,Accord,144288,0,0
2010,Honda,Accord,13715,0,0
2005,Honda,Accord,92729,0,0
2004,Honda,Accord,144434,0,0
2004,Honda,Accord,176978,0,0
2010,Honda,Accord,39365,0,1
2004,Honda,Accord,117131,0,0
2006,Honda,Accord,142528,0,0
2008,Honda,Accord,74054,1,0
2004,Honda,Accord,91880,0,0
2004,Honda,Accord,134063,0,0
2012,Honda,Accord,2490,0,0
2005,Honda,Accord,101553,0,0
2006,Honda,Accord,113757,0,0
2004,Honda,Accord,103824,0,0
2011,Honda,Accord,36606,0,0
2007,Honda,Accord,70718,0,0
2011,Honda,Accord,78820,0,0
2004,Honda,Accord,90404,0,0
2011,Honda,Accord,41402,0,0
2005,Honda,Accord,130300,0,0
2007,Honda,Accord,65425,0,0
2008,Honda,Accord,97671,0,0
2007,Honda,Accord,61264,0,0
2004,Honda,Accord,99115,0,0
2006,Honda,Accord,237616,1,0
2004,Honda,Accord,134063,0,1
2005,Honda,Accord,114313,0,0
2004,Honda,Accord,134682,0,0
2007,Honda,Accord,162685,0,0
2010,Honda,Accord,23693,0,0
2005,Honda,Accord,123999,0,0
2004,Honda,Accord,130381,0,0
2008,Honda,Accord,79892,0,0
2005,Honda,Accord,191688,0,0
2005,Honda,Accord,120867,0,0
2004,Honda,Accord,126372,0,1
2005,Honda,Accord,146255,0,0
2010,Honda,Accord,34532,0,0
2010,Honda,Accord,51715,0,0
2010,Honda,Accord,44589,0,0
2004,Honda,Accord,119758,0,0
2005,Honda,Accord,125230,0,0
2005,Honda,Accord,125268,0,0
2005,Honda,Accord,92729,0,0
2005,Honda,Accord,141605,0,0
2010,Honda,Accord,34663,0,0
2005,Honda,Accord,135449,0,0
2006,Honda,Accord,53129,0,0
2005,Honda,Accord,154719,0,0
2008,Honda,Accord,206802,0,0
2004,Honda,Accord,153354,0,0
2005,Honda,Accord,147185,0,0
2010,Honda,Accord,30517,0,0
2005,Honda,Accord,60654,0,0
2004,Honda,Accord,144476,1,0
2006,Honda,Accord,116284,0,0
2004,Honda,Accord,253879,0,0
2008,Honda,Accord,105926,0,0
2004,Honda,Accord,208238,0,0
2006,Honda,Accord,155022,0,0
2005,Honda,Accord,66046,0,0
2007,Honda,Accord,139664,0,0
2009,Honda,Accord,52326,0,0
2010,Honda,Accord,49916,0,0
2011,Honda,Accord,31943,0,0
2006,Honda,Accord,134063,0,0
2006,Honda,Accord,104589,0,0
2005,Honda,Accord,68295,0,0
2004,Honda,Accord,153235,0,0
2004,Honda,Accord,87632,0,1
2006,Honda,Accord,93088,0,0
2006,Honda,Accord,81213,0,0
2006,Honda,Accord,328522,0,0
2007,Honda,Accord,137780,0,0
2005,Honda,Accord,144759,0,0
2006,Honda,Accord,67313,0,0
2005,Honda,Accord,192103,0,0
2004,Honda,Accord,136134,0,0
2008,Honda,Accord,108407,0,0
2009,Honda,Accord,62568,0,0
2004,Honda,Accord,172796,0,0
2004,Honda,Accord,179611,0,0
2006,Honda,Accord,86808,0,0
2007,Honda,Accord,68454,0,0
